Elevation,avg_hillshade,Soil_Type,Area,Forest_Cover
3064.0,201.66666666666666,Soil_Type20,Rawah,Spruce/Fir
2893.0,107.0,Soil_Type33,Comanche Peak,Lodgepole Pine
3237.0,215.0,Soil_Type23,Rawah,Spruce/Fir
2944.0,210.0,Soil_Type26,Comanche Peak,Lodgepole Pine
3328.0,251.0,Soil_Type39,Rawah,Krummholz
2688.0,200.66666666666666,Soil_Type29,Rawah,Lodgepole Pine
2337.0,167.66666666666666,Soil_Type10,Cache la Poudre,Ponderosa Pine
3126.0,170.66666666666666,Soil_Type29,Rawah,Spruce/Fir
2990.0,214.5,Soil_Type29,Rawah,Lodgepole Pine
2711.0,179.0,Soil_Type12,Rawah,Lodgepole Pine
3199.0,208.66666666666666,Soil_Type29,Rawah,Spruce/Fir
2955.0,234.5,Soil_Type29,Rawah,Lodgepole Pine
3118.0,156.0,Soil_Type13,Comanche Peak,Lodgepole Pine
2904.0,191.0,Soil_Type31,Comanche Peak,Lodgepole Pine
3284.0,177.5,Soil_Type40,Comanche Peak,Lodgepole Pine
3107.0,223.0,Soil_Type23,Rawah,Spruce/Fir
2696.0,236.5,Soil_Type10,Comanche Peak,Ponderosa Pine
3222.0,194.0,Soil_Type22,Rawah,Spruce/Fir
3146.0,199.66666666666666,Soil_Type29,Rawah,Spruce/Fir
2882.0,227.0,Soil_Type23,Comanche Peak,Lodgepole Pine
2495.0,184.66666666666666,Soil_Type6,Cache la Poudre,Douglas-fir
3179.0,232.0,Soil_Type22,Rawah,Spruce/Fir
2797.0,200.66666666666666,Soil_Type32,Comanche Peak,Lodgepole Pine
2289.0,191.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
2871.0,190.66666666666666,Soil_Type11,Comanche Peak,Lodgepole Pine
2573.0,129.5,Soil_Type4,Cache la Poudre,Lodgepole Pine
3373.0,210.5,Soil_Type39,Rawah,Spruce/Fir
2873.0,183.66666666666666,Soil_Type29,Rawah,Spruce/Fir
3380.0,180.5,Soil_Type32,Comanche Peak,Spruce/Fir
3347.0,212.0,Soil_Type38,Neota,Spruce/Fir
3167.0,186.0,Soil_Type31,Comanche Peak,Spruce/Fir
2729.0,201.33333333333334,Soil_Type12,Rawah,Lodgepole Pine
3333.0,182.0,Soil_Type33,Neota,Spruce/Fir
2945.0,193.33333333333334,Soil_Type33,Comanche Peak,Lodgepole Pine
3167.0,207.66666666666666,Soil_Type33,Comanche Peak,Lodgepole Pine
3118.0,186.0,Soil_Type23,Neota,Lodgepole Pine
2975.0,157.0,Soil_Type29,Rawah,Lodgepole Pine
3262.0,179.0,Soil_Type39,Rawah,Spruce/Fir
2441.0,169.5,Soil_Type10,Cache la Poudre,Ponderosa Pine
2841.0,180.0,Soil_Type23,Rawah,Lodgepole Pine
2943.0,180.5,Soil_Type23,Rawah,Lodgepole Pine
2707.0,207.0,Soil_Type24,Comanche Peak,Lodgepole Pine
2995.0,124.0,Soil_Type13,Comanche Peak,Lodgepole Pine
2912.0,147.5,Soil_Type11,Comanche Peak,Lodgepole Pine
3170.0,167.0,Soil_Type22,Rawah,Lodgepole Pine
2595.0,206.5,Soil_Type2,Comanche Peak,Ponderosa Pine
2840.0,157.5,Soil_Type11,Comanche Peak,Lodgepole Pine
2916.0,226.5,Soil_Type30,Rawah,Lodgepole Pine
2874.0,192.0,Soil_Type12,Rawah,Lodgepole Pine
2883.0,208.33333333333334,Soil_Type33,Comanche Peak,Aspen
3616.0,176.33333333333334,Soil_Type40,Rawah,Spruce/Fir
2965.0,190.5,Soil_Type23,Rawah,Spruce/Fir
3240.0,211.0,Soil_Type24,Neota,Lodgepole Pine
2206.0,193.66666666666666,Soil_Type10,Cache la Poudre,Ponderosa Pine
3361.0,218.0,Soil_Type39,Comanche Peak,Krummholz
3016.0,188.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3025.0,203.0,Soil_Type23,Rawah,Spruce/Fir
2912.0,204.0,Soil_Type12,Rawah,Lodgepole Pine
2296.0,153.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
3002.0,209.33333333333334,Soil_Type34,Comanche Peak,Lodgepole Pine
3216.0,193.66666666666666,Soil_Type23,Neota,Spruce/Fir
2496.0,206.0,Soil_Type10,Cache la Poudre,Douglas-fir
2854.0,173.0,Soil_Type12,Rawah,Lodgepole Pine
2938.0,237.0,Soil_Type12,Rawah,Lodgepole Pine
2793.0,166.0,Soil_Type31,Comanche Peak,Aspen
2738.0,183.0,Soil_Type11,Comanche Peak,Aspen
3256.0,151.5,Soil_Type33,Neota,Spruce/Fir
3155.0,212.0,Soil_Type22,Neota,Lodgepole Pine
3002.0,203.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
3464.0,188.5,Soil_Type35,Comanche Peak,Krummholz
3061.0,183.0,Soil_Type29,Rawah,Spruce/Fir
2859.0,252.0,Soil_Type13,Comanche Peak,Aspen
3062.0,176.5,Soil_Type32,Comanche Peak,Spruce/Fir
3047.0,165.5,Soil_Type30,Rawah,Spruce/Fir
3174.0,231.5,Soil_Type33,Comanche Peak,Spruce/Fir
6704.0,196.66666666666666,Soil_Type32,Comanche Peak,Spruce/Fir
2067.0,175.0,Soil_Type1,Cache la Poudre,Douglas-fir
2220.0,171.33333333333334,Soil_Type10,Cache la Poudre,Ponderosa Pine
3288.0,188.5,Soil_Type29,Rawah,Lodgepole Pine
2889.0,198.0,Soil_Type10,Comanche Peak,Lodgepole Pine
2952.0,225.5,Soil_Type32,Comanche Peak,Lodgepole Pine
3273.0,204.5,Soil_Type33,Comanche Peak,Spruce/Fir
2741.0,234.0,Soil_Type12,Rawah,Lodgepole Pine
2689.0,215.0,Soil_Type11,Comanche Peak,Lodgepole Pine
3179.0,186.0,Soil_Type23,Rawah,Spruce/Fir
3294.0,202.5,Soil_Type38,Rawah,Spruce/Fir
3385.0,184.0,Soil_Type38,Rawah,Krummholz
2777.0,191.66666666666666,Soil_Type30,Rawah,Aspen
3022.0,232.5,Soil_Type32,Comanche Peak,Lodgepole Pine
3156.0,192.0,Soil_Type29,Rawah,Spruce/Fir
2445.0,210.5,Soil_Type4,Comanche Peak,Ponderosa Pine
3295.0,149.5,Soil_Type33,Comanche Peak,Spruce/Fir
3062.0,219.5,Soil_Type23,Rawah,Spruce/Fir
2698.0,191.0,Soil_Type12,Rawah,Lodgepole Pine
3185.0,173.5,Soil_Type29,Rawah,Spruce/Fir
3298.0,200.66666666666666,Soil_Type32,Comanche Peak,Spruce/Fir
3094.0,188.0,Soil_Type29,Rawah,Spruce/Fir
2485.0,227.0,Soil_Type4,Comanche Peak,Douglas-fir
2778.0,178.66666666666666,Soil_Type30,Rawah,Aspen
3050.0,189.0,Soil_Type23,Comanche Peak,Spruce/Fir
3100.0,151.5,Soil_Type29,Rawah,Spruce/Fir
2546.0,205.5,Soil_Type3,Comanche Peak,Ponderosa Pine
2982.0,223.0,Soil_Type29,Rawah,Spruce/Fir
3195.0,229.5,Soil_Type23,Comanche Peak,Spruce/Fir
2609.0,169.0,Soil_Type29,Rawah,Lodgepole Pine
2581.0,160.0,Soil_Type29,Rawah,Lodgepole Pine
3060.0,188.0,Soil_Type31,Comanche Peak,Lodgepole Pine
3135.0,192.0,Soil_Type24,Comanche Peak,Spruce/Fir
3041.0,146.5,Soil_Type29,Rawah,Lodgepole Pine
2942.0,200.0,Soil_Type22,Rawah,Lodgepole Pine
3293.0,232.0,Soil_Type22,Comanche Peak,Spruce/Fir
3388.0,229.5,Soil_Type31,Comanche Peak,Spruce/Fir
2215.0,232.5,Soil_Type10,Cache la Poudre,Ponderosa Pine
2743.0,180.0,Soil_Type12,Rawah,Lodgepole Pine
3202.0,186.5,Soil_Type23,Comanche Peak,Spruce/Fir
2475.0,209.66666666666666,Soil_Type10,Cache la Poudre,Lodgepole Pine
2946.0,213.0,Soil_Type29,Rawah,Spruce/Fir
6704.0,210.0,Soil_Type12,Rawah,Lodgepole Pine
3224.0,187.0,Soil_Type38,Rawah,Spruce/Fir
2932.0,183.0,Soil_Type33,Comanche Peak,Spruce/Fir
2675.0,208.0,Soil_Type12,Rawah,Lodgepole Pine
3341.0,208.0,Soil_Type39,Comanche Peak,Krummholz
2498.0,185.5,Soil_Type10,Comanche Peak,Lodgepole Pine
2665.0,172.5,Soil_Type10,Comanche Peak,Lodgepole Pine
3139.0,229.0,Soil_Type22,Rawah,Spruce/Fir
3175.0,195.66666666666666,Soil_Type30,Rawah,Spruce/Fir
3009.0,128.0,Soil_Type33,Comanche Peak,Lodgepole Pine
3290.0,210.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
3244.0,166.0,Soil_Type22,Rawah,Spruce/Fir
2528.0,196.66666666666666,Soil_Type10,Comanche Peak,Douglas-fir
3157.0,167.0,Soil_Type23,Rawah,Spruce/Fir
2733.0,211.66666666666666,Soil_Type4,Comanche Peak,Lodgepole Pine
3507.0,201.0,Soil_Type40,Rawah,Spruce/Fir
2709.0,197.5,Soil_Type10,Comanche Peak,Lodgepole Pine
2639.0,165.5,Soil_Type11,Comanche Peak,Ponderosa Pine
2975.0,185.0,Soil_Type23,Rawah,Spruce/Fir
2933.0,189.5,Soil_Type32,Comanche Peak,Spruce/Fir
3014.0,171.66666666666666,Soil_Type24,Comanche Peak,Lodgepole Pine
3255.0,192.0,Soil_Type22,Rawah,Spruce/Fir
2787.0,173.66666666666666,Soil_Type12,Rawah,Lodgepole Pine
3198.0,200.33333333333334,Soil_Type23,Rawah,Spruce/Fir
3107.0,163.0,Soil_Type22,Rawah,Spruce/Fir
2986.0,202.33333333333334,Soil_Type23,Rawah,Lodgepole Pine
2908.0,178.0,Soil_Type29,Rawah,Lodgepole Pine
2964.0,201.33333333333334,Soil_Type29,Rawah,Lodgepole Pine
2825.0,199.66666666666666,Soil_Type23,Rawah,Lodgepole Pine
2845.0,224.5,Soil_Type13,Comanche Peak,Aspen
2811.0,218.0,Soil_Type33,Comanche Peak,Lodgepole Pine
3063.0,198.0,Soil_Type23,Comanche Peak,Spruce/Fir
3119.0,190.0,Soil_Type23,Comanche Peak,Spruce/Fir
2572.0,152.0,Soil_Type33,Comanche Peak,Lodgepole Pine
3215.0,201.0,Soil_Type38,Rawah,Spruce/Fir
2523.0,225.5,Soil_Type10,Cache la Poudre,Lodgepole Pine
3197.0,194.66666666666666,Soil_Type32,Comanche Peak,Spruce/Fir
2960.0,205.66666666666666,Soil_Type30,Rawah,Lodgepole Pine
2907.0,183.66666666666666,Soil_Type31,Comanche Peak,Lodgepole Pine
2897.0,197.0,Soil_Type29,Rawah,Spruce/Fir
3103.0,225.0,Soil_Type29,Rawah,Spruce/Fir
3257.0,173.0,Soil_Type32,Comanche Peak,Spruce/Fir
3001.0,149.66666666666666,Soil_Type26,Comanche Peak,Spruce/Fir
3106.0,185.66666666666666,Soil_Type29,Rawah,Spruce/Fir
3302.0,201.66666666666666,Soil_Type23,Comanche Peak,Spruce/Fir
2920.0,164.0,Soil_Type22,Rawah,Spruce/Fir
2875.0,212.0,Soil_Type23,Comanche Peak,Lodgepole Pine
2443.0,202.5,Soil_Type6,Cache la Poudre,Douglas-fir
3084.0,190.0,Soil_Type13,Comanche Peak,Lodgepole Pine
2899.0,165.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3272.0,188.5,Soil_Type22,Comanche Peak,Spruce/Fir
3275.0,198.33333333333334,Soil_Type38,Rawah,Spruce/Fir
2964.0,226.5,Soil_Type22,Comanche Peak,Spruce/Fir
3158.0,208.66666666666666,Soil_Type23,Comanche Peak,Spruce/Fir
3140.0,200.66666666666666,Soil_Type22,Rawah,Spruce/Fir
3201.0,175.0,Soil_Type22,Rawah,Spruce/Fir
2866.0,196.0,Soil_Type29,Rawah,Lodgepole Pine
3128.0,177.0,Soil_Type23,Comanche Peak,Spruce/Fir
2927.0,227.0,Soil_Type10,Comanche Peak,Lodgepole Pine
2944.0,206.0,Soil_Type13,Comanche Peak,Lodgepole Pine
6704.0,213.5,Soil_Type22,Rawah,Spruce/Fir
3249.0,221.0,Soil_Type22,Comanche Peak,Spruce/Fir
2635.0,194.33333333333334,Soil_Type2,Comanche Peak,Ponderosa Pine
3309.0,178.0,Soil_Type40,Rawah,Spruce/Fir
3236.0,227.0,Soil_Type38,Rawah,Spruce/Fir
3046.0,214.0,Soil_Type29,Rawah,Lodgepole Pine
2279.0,191.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
2785.0,190.0,Soil_Type29,Rawah,Spruce/Fir
2971.0,201.66666666666666,Soil_Type32,Comanche Peak,Lodgepole Pine
2760.0,146.66666666666666,Soil_Type24,Comanche Peak,Lodgepole Pine
2382.0,208.33333333333334,Soil_Type2,Comanche Peak,Douglas-fir
3061.0,184.5,Soil_Type33,Comanche Peak,Lodgepole Pine
2792.0,217.5,Soil_Type11,Comanche Peak,Lodgepole Pine
3246.0,164.5,Soil_Type22,Rawah,Spruce/Fir
2817.0,200.0,Soil_Type30,Rawah,Lodgepole Pine
3155.0,224.0,Soil_Type23,Rawah,Lodgepole Pine
3167.0,237.0,Soil_Type33,Comanche Peak,Spruce/Fir
3189.0,198.0,Soil_Type33,Comanche Peak,Spruce/Fir
3564.0,198.0,Soil_Type40,Neota,Krummholz
2837.0,198.66666666666666,Soil_Type29,Rawah,Lodgepole Pine
3061.0,223.5,Soil_Type30,Rawah,Lodgepole Pine
2844.0,194.0,Soil_Type24,Comanche Peak,Lodgepole Pine
3306.0,189.0,Soil_Type33,Neota,Lodgepole Pine
3286.0,182.0,Soil_Type32,Comanche Peak,Spruce/Fir
2609.0,195.0,Soil_Type33,Comanche Peak,Lodgepole Pine
6704.0,227.0,Soil_Type22,Comanche Peak,Spruce/Fir
3126.0,193.0,Soil_Type29,Rawah,Lodgepole Pine
3118.0,156.66666666666666,Soil_Type33,Comanche Peak,Spruce/Fir
2848.0,189.66666666666666,Soil_Type29,Rawah,Lodgepole Pine
3194.0,207.0,Soil_Type22,Rawah,Spruce/Fir
2216.0,192.5,Soil_Type10,Cache la Poudre,Douglas-fir
2844.0,185.33333333333334,Soil_Type23,Comanche Peak,Lodgepole Pine
3181.0,176.5,Soil_Type23,Rawah,Lodgepole Pine
3043.0,199.0,Soil_Type23,Rawah,Lodgepole Pine
2636.0,201.66666666666666,Soil_Type17,Comanche Peak,Lodgepole Pine
3328.0,206.66666666666666,Soil_Type32,Comanche Peak,Spruce/Fir
3162.0,196.66666666666666,Soil_Type23,Rawah,Spruce/Fir
3392.0,236.5,Soil_Type33,Comanche Peak,Krummholz
3256.0,206.33333333333334,Soil_Type38,Rawah,Spruce/Fir
3220.0,238.0,Soil_Type33,Comanche Peak,Spruce/Fir
3255.0,187.5,Soil_Type32,Comanche Peak,Spruce/Fir
3246.0,228.0,Soil_Type23,Comanche Peak,Spruce/Fir
2166.0,192.0,Soil_Type5,Cache la Poudre,Douglas-fir
3333.0,204.5,Soil_Type38,Comanche Peak,Spruce/Fir
2992.0,180.66666666666666,Soil_Type29,Rawah,Lodgepole Pine
2773.0,245.0,Soil_Type10,Comanche Peak,Lodgepole Pine
2860.0,201.33333333333334,Soil_Type24,Rawah,Lodgepole Pine
2404.0,228.5,Soil_Type16,Comanche Peak,Ponderosa Pine
2991.0,190.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3243.0,209.0,Soil_Type22,Rawah,Spruce/Fir
3141.0,201.33333333333334,Soil_Type24,Comanche Peak,Spruce/Fir
3041.0,195.0,Soil_Type29,Rawah,Spruce/Fir
3216.0,220.0,Soil_Type22,Rawah,Spruce/Fir
2936.0,173.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3300.0,208.0,Soil_Type32,Comanche Peak,Spruce/Fir
3216.0,236.0,Soil_Type22,Rawah,Spruce/Fir
3246.0,196.66666666666666,Soil_Type29,Rawah,Spruce/Fir
3367.0,210.0,Soil_Type22,Rawah,Spruce/Fir
2423.0,176.5,Soil_Type3,Cache la Poudre,Ponderosa Pine
3165.0,211.33333333333334,Soil_Type23,Comanche Peak,Spruce/Fir
2971.0,173.5,Soil_Type32,Comanche Peak,Lodgepole Pine
2941.0,182.0,Soil_Type30,Rawah,Lodgepole Pine
2614.0,178.33333333333334,Soil_Type11,Comanche Peak,Lodgepole Pine
2731.0,203.66666666666666,Soil_Type31,Comanche Peak,Lodgepole Pine
6704.0,207.5,Soil_Type29,Rawah,Spruce/Fir
2486.0,199.0,Soil_Type18,Rawah,Lodgepole Pine
3158.0,188.0,Soil_Type31,Comanche Peak,Spruce/Fir
2505.0,234.5,Soil_Type11,Comanche Peak,Douglas-fir
3196.0,182.5,Soil_Type23,Neota,Spruce/Fir
2579.0,226.0,Soil_Type11,Comanche Peak,Lodgepole Pine
3025.0,216.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2702.0,202.5,Soil_Type2,Comanche Peak,Ponderosa Pine
6704.0,207.33333333333334,Soil_Type34,Comanche Peak,Lodgepole Pine
3225.0,208.0,Soil_Type39,Comanche Peak,Krummholz
2911.0,179.0,Soil_Type13,Comanche Peak,Spruce/Fir
2873.0,194.0,Soil_Type12,Rawah,Lodgepole Pine
2970.0,123.5,Soil_Type33,Comanche Peak,Spruce/Fir
2326.0,187.0,Soil_Type2,Cache la Poudre,Ponderosa Pine
2546.0,201.0,Soil_Type30,Rawah,Lodgepole Pine
2624.0,210.0,Soil_Type10,Comanche Peak,Douglas-fir
3078.0,209.5,Soil_Type22,Comanche Peak,Spruce/Fir
2959.0,226.0,Soil_Type29,Rawah,Lodgepole Pine
2209.0,122.5,Soil_Type3,Cache la Poudre,Ponderosa Pine
2491.0,126.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3105.0,233.0,Soil_Type22,Comanche Peak,Spruce/Fir
2959.0,231.5,Soil_Type16,Rawah,Spruce/Fir
2782.0,227.0,Soil_Type13,Comanche Peak,Lodgepole Pine
2467.0,230.0,Soil_Type3,Comanche Peak,Ponderosa Pine
3168.0,212.0,Soil_Type23,Comanche Peak,Lodgepole Pine
3145.0,189.33333333333334,Soil_Type22,Rawah,Spruce/Fir
3086.0,161.33333333333334,Soil_Type33,Comanche Peak,Spruce/Fir
3385.0,234.0,Soil_Type23,Comanche Peak,Krummholz
3008.0,173.5,Soil_Type29,Rawah,Lodgepole Pine
3029.0,223.5,Soil_Type13,Comanche Peak,Lodgepole Pine
2458.0,231.0,Soil_Type6,Cache la Poudre,Douglas-fir
3284.0,181.5,Soil_Type22,Rawah,Spruce/Fir
2976.0,238.0,Soil_Type30,Rawah,Lodgepole Pine
2984.0,192.0,Soil_Type33,Comanche Peak,Spruce/Fir
2442.0,202.66666666666666,Soil_Type16,Comanche Peak,Douglas-fir
2816.0,168.5,Soil_Type24,Comanche Peak,Lodgepole Pine
2620.0,195.0,Soil_Type2,Comanche Peak,Ponderosa Pine
2837.0,233.0,Soil_Type29,Rawah,Lodgepole Pine
2955.0,192.66666666666666,Soil_Type30,Rawah,Lodgepole Pine
3218.0,215.0,Soil_Type31,Comanche Peak,Spruce/Fir
3184.0,233.0,Soil_Type23,Comanche Peak,Spruce/Fir
2941.0,234.5,Soil_Type33,Comanche Peak,Lodgepole Pine
3259.0,151.5,Soil_Type39,Comanche Peak,Spruce/Fir
3101.0,190.0,Soil_Type32,Comanche Peak,Spruce/Fir
2968.0,186.5,Soil_Type32,Comanche Peak,Lodgepole Pine
3235.0,233.0,Soil_Type32,Comanche Peak,Spruce/Fir
2043.0,232.5,Soil_Type5,Cache la Poudre,Ponderosa Pine
3373.0,192.0,Soil_Type39,Rawah,Spruce/Fir
6704.0,180.5,Soil_Type23,Rawah,Lodgepole Pine
2260.0,185.0,Soil_Type1,Cache la Poudre,Ponderosa Pine
2388.0,170.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
3200.0,195.66666666666666,Soil_Type23,Comanche Peak,Spruce/Fir
3205.0,210.5,Soil_Type24,Comanche Peak,Spruce/Fir
6704.0,206.0,Soil_Type12,Rawah,Lodgepole Pine
3189.0,219.5,Soil_Type22,Comanche Peak,Spruce/Fir
2669.0,199.0,Soil_Type31,Comanche Peak,Lodgepole Pine
3037.0,178.33333333333334,Soil_Type24,Rawah,Spruce/Fir
2851.0,172.5,Soil_Type11,Comanche Peak,Lodgepole Pine
2933.0,202.66666666666666,Soil_Type22,Comanche Peak,Spruce/Fir
2869.0,183.66666666666666,Soil_Type10,Comanche Peak,Lodgepole Pine
3081.0,199.0,Soil_Type29,Rawah,Spruce/Fir
3330.0,197.66666666666666,Soil_Type38,Rawah,Spruce/Fir
3244.0,224.0,Soil_Type40,Rawah,Spruce/Fir
2642.0,179.33333333333334,Soil_Type10,Comanche Peak,Lodgepole Pine
2952.0,211.66666666666666,Soil_Type30,Rawah,Lodgepole Pine
2567.0,183.66666666666666,Soil_Type10,Comanche Peak,Ponderosa Pine
3250.0,190.5,Soil_Type32,Neota,Spruce/Fir
3096.0,173.66666666666666,Soil_Type29,Rawah,Spruce/Fir
3031.0,212.66666666666666,Soil_Type29,Rawah,Lodgepole Pine
3001.0,208.33333333333334,Soil_Type13,Comanche Peak,Lodgepole Pine
2312.0,193.66666666666666,Soil_Type10,Cache la Poudre,Lodgepole Pine
3024.0,185.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
2913.0,202.0,Soil_Type29,Rawah,Spruce/Fir
2918.0,215.5,Soil_Type13,Comanche Peak,Lodgepole Pine
2984.0,201.0,Soil_Type22,Neota,Lodgepole Pine
3309.0,185.5,Soil_Type38,Rawah,Spruce/Fir
3295.0,224.0,Soil_Type38,Rawah,Spruce/Fir
3029.0,216.5,Soil_Type33,Comanche Peak,Spruce/Fir
2721.0,223.5,Soil_Type12,Rawah,Lodgepole Pine
3082.0,172.5,Soil_Type32,Comanche Peak,Lodgepole Pine
2897.0,223.0,Soil_Type23,Comanche Peak,Spruce/Fir
2778.0,206.0,Soil_Type23,Rawah,Lodgepole Pine
3095.0,221.0,Soil_Type33,Comanche Peak,Lodgepole Pine
3001.0,170.0,Soil_Type33,Comanche Peak,Lodgepole Pine
2948.0,155.5,Soil_Type10,Comanche Peak,Lodgepole Pine
3085.0,167.5,Soil_Type23,Rawah,Spruce/Fir
2554.0,178.0,Soil_Type10,Comanche Peak,Ponderosa Pine
3132.0,202.0,Soil_Type23,Comanche Peak,Spruce/Fir
3305.0,201.0,Soil_Type23,Neota,Spruce/Fir
3369.0,163.0,Soil_Type38,Neota,Krummholz
3205.0,188.66666666666666,Soil_Type23,Rawah,Spruce/Fir
3067.0,175.66666666666666,Soil_Type29,Rawah,Spruce/Fir
3320.0,187.33333333333334,Soil_Type29,Rawah,Spruce/Fir
3036.0,192.0,Soil_Type32,Comanche Peak,Spruce/Fir
2869.0,178.0,Soil_Type29,Rawah,Lodgepole Pine
2829.0,183.66666666666666,Soil_Type22,Rawah,Lodgepole Pine
3071.0,201.0,Soil_Type29,Rawah,Lodgepole Pine
2869.0,195.5,Soil_Type13,Comanche Peak,Spruce/Fir
2508.0,216.5,Soil_Type6,Cache la Poudre,Lodgepole Pine
3121.0,182.0,Soil_Type31,Comanche Peak,Spruce/Fir
2994.0,202.0,Soil_Type24,Comanche Peak,Spruce/Fir
2965.0,208.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
2639.0,187.5,Soil_Type12,Rawah,Lodgepole Pine
3227.0,179.0,Soil_Type23,Rawah,Spruce/Fir
2919.0,188.5,Soil_Type8,Rawah,Lodgepole Pine
3080.0,210.33333333333334,Soil_Type23,Rawah,Lodgepole Pine
3227.0,194.0,Soil_Type23,Neota,Spruce/Fir
2932.0,229.0,Soil_Type29,Rawah,Lodgepole Pine
2455.0,152.66666666666666,Soil_Type4,Comanche Peak,Ponderosa Pine
3121.0,168.5,Soil_Type30,Rawah,Lodgepole Pine
3146.0,195.66666666666666,Soil_Type23,Neota,Spruce/Fir
2864.0,193.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3001.0,218.0,Soil_Type29,Rawah,Lodgepole Pine
3221.0,188.33333333333334,Soil_Type23,Rawah,Spruce/Fir
2758.0,183.33333333333334,Soil_Type11,Comanche Peak,Lodgepole Pine
2551.0,185.66666666666666,Soil_Type11,Comanche Peak,Lodgepole Pine
2748.0,198.66666666666666,Soil_Type13,Comanche Peak,Lodgepole Pine
2543.0,229.5,Soil_Type9,Rawah,Lodgepole Pine
2973.0,201.0,Soil_Type22,Rawah,Spruce/Fir
2731.0,224.0,Soil_Type13,Comanche Peak,Lodgepole Pine
3281.0,185.0,Soil_Type22,Neota,Spruce/Fir
2834.0,206.5,Soil_Type12,Rawah,Lodgepole Pine
2891.0,158.5,Soil_Type22,Comanche Peak,Lodgepole Pine
2515.0,232.0,Soil_Type6,Cache la Poudre,Douglas-fir
2956.0,204.0,Soil_Type33,Comanche Peak,Lodgepole Pine
2307.0,182.0,Soil_Type10,Cache la Poudre,Douglas-fir
2640.0,185.66666666666666,Soil_Type10,Comanche Peak,Lodgepole Pine
2921.0,186.0,Soil_Type30,Rawah,Lodgepole Pine
2427.0,195.5,Soil_Type31,Comanche Peak,Lodgepole Pine
2811.0,171.0,Soil_Type13,Comanche Peak,Lodgepole Pine
2748.0,195.0,Soil_Type13,Comanche Peak,Lodgepole Pine
3148.0,198.66666666666666,Soil_Type22,Rawah,Spruce/Fir
3031.0,161.0,Soil_Type12,Rawah,Spruce/Fir
3175.0,172.0,Soil_Type29,Rawah,Spruce/Fir
3067.0,168.0,Soil_Type29,Rawah,Spruce/Fir
2635.0,211.0,Soil_Type11,Comanche Peak,Lodgepole Pine
2948.0,224.0,Soil_Type31,Comanche Peak,Spruce/Fir
2698.0,188.66666666666666,Soil_Type30,Rawah,Lodgepole Pine
3336.0,213.0,Soil_Type29,Rawah,Spruce/Fir
2911.0,198.0,Soil_Type30,Rawah,Lodgepole Pine
3018.0,209.0,Soil_Type29,Rawah,Lodgepole Pine
2985.0,211.33333333333334,Soil_Type29,Rawah,Lodgepole Pine
6704.0,224.5,Soil_Type11,Comanche Peak,Lodgepole Pine
3260.0,208.66666666666666,Soil_Type33,Comanche Peak,Spruce/Fir
2901.0,237.5,Soil_Type13,Comanche Peak,Lodgepole Pine
2701.0,199.0,Soil_Type16,Rawah,Lodgepole Pine
2569.0,225.0,Soil_Type4,Comanche Peak,Ponderosa Pine
2839.0,232.0,Soil_Type11,Comanche Peak,Spruce/Fir
2277.0,193.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
3163.0,204.5,Soil_Type24,Comanche Peak,Spruce/Fir
2498.0,187.66666666666666,Soil_Type10,Cache la Poudre,Lodgepole Pine
3107.0,191.33333333333334,Soil_Type31,Comanche Peak,Lodgepole Pine
3295.0,209.0,Soil_Type32,Neota,Lodgepole Pine
3339.0,139.0,Soil_Type39,Rawah,Spruce/Fir
3227.0,166.0,Soil_Type22,Rawah,Spruce/Fir
2947.0,209.5,Soil_Type31,Comanche Peak,Lodgepole Pine
2921.0,186.0,Soil_Type33,Comanche Peak,Spruce/Fir
3141.0,236.0,Soil_Type32,Comanche Peak,Lodgepole Pine
6704.0,178.5,Soil_Type10,Cache la Poudre,Douglas-fir
3122.0,207.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3046.0,211.0,Soil_Type32,Comanche Peak,Spruce/Fir
2873.0,179.5,Soil_Type29,Rawah,Lodgepole Pine
2988.0,184.33333333333334,Soil_Type29,Rawah,Spruce/Fir
2669.0,122.0,Soil_Type23,Rawah,Lodgepole Pine
2460.0,209.0,Soil_Type6,Cache la Poudre,Douglas-fir
3341.0,186.0,Soil_Type38,Comanche Peak,Spruce/Fir
3077.0,201.0,Soil_Type29,Rawah,Spruce/Fir
3249.0,182.0,Soil_Type38,Rawah,Krummholz
2823.0,202.0,Soil_Type12,Rawah,Spruce/Fir
2322.0,224.0,Soil_Type2,Cache la Poudre,Ponderosa Pine
